filename,image_num,image_type,line_number,prompt,status,produced_file
01-pillar-design-fundamentals.md,IMAGE_1,Persona Scenario,29,"A professional yet approachable person sitting at their desk, looking slightly frustrated at their computer screen while trying to create a design — warm natural lighting, candid documentary style",⬜ 待生产,
01-pillar-design-fundamentals.md,IMAGE_2,Conceptual Diagram,39,"A hand-drawn sketch diagram showing the step-by-step workflow for creating designs with AI — clean line art on grid paper, arrows connecting each step, minimalist style",⬜ 待生产,
01-pillar-design-fundamentals.md,IMAGE_4,Brand CTA,252,"Professional brand visual for Lovart AI Design Agent — showing the final beautiful design result described in Design Fundamentals for Non-Designers: The AI-Assi — modern, aspirational, cinematic lighting",⬜ 待生产,
01-seasonal-fall-collection-guide.md,IMAGE_1,Persona Scenario,17,"A professional yet approachable person sitting at their desk, looking slightly frustrated at their computer screen while trying to create a design — warm natural lighting, candid documentary style",⬜ 待生产,
01-seasonal-fall-collection-guide.md,IMAGE_2,Conceptual Diagram,27,"A hand-drawn sketch diagram showing the step-by-step workflow for creating designs with AI — clean line art on grid paper, arrows connecting each step, minimalist style",⬜ 待生产,
01-seasonal-fall-collection-guide.md,IMAGE_4,Brand CTA,199,"Professional brand visual for Lovart AI Design Agent — showing the final beautiful design result described in Fall Collection Launch: Product Photography & Visu — modern, aspirational, cinematic lighting",⬜ 待生产,
01-veo3-vs-lovart-comparison.md,IMAGE_1,Persona Scenario,14,"A split-screen scene showing two workspaces side by side: one cluttered with multiple tools and tabs (traditional), the other clean with a single Lovart ChatCanvas — contrasting lighting, editorial style",⬜ 待生产,
01-veo3-vs-lovart-comparison.md,IMAGE_2,Conceptual Diagram,24,"A hand-drawn comparison matrix sketch comparing features across tools mentioned in Google Veo 3 vs Lovart: AI Video Generation Compared (2026) — markers and sticky notes, creative brainstorming aesthetic",⬜ 待生产,
01-veo3-vs-lovart-comparison.md,IMAGE_4,Brand CTA,101,"Professional brand visual showing the Lovart logo and key differentiators highlighted in Google Veo 3 vs Lovart: AI Video Generation Compar — clean, bold typography, modern tech aesthetic",⬜ 待生产,
02-better-design-typography-101.md,IMAGE_1,Persona Scenario,12,"A professional yet approachable person sitting at their desk, looking slightly frustrated at their computer screen while trying to create a design — warm natural lighting, candid documentary style",⬜ 待生产,
02-better-design-typography-101.md,IMAGE_2,Conceptual Diagram,20,"A hand-drawn sketch diagram showing the step-by-step workflow for creating designs with AI — clean line art on grid paper, arrows connecting each step, minimalist style",⬜ 待生产,
02-better-design-typography-101.md,IMAGE_4,Brand CTA,97,"Professional brand visual for Lovart AI Design Agent — showing the final beautiful design result described in Typography 101: Font Pairing Rules for Non-Designe — modern, aspirational, cinematic lighting",⬜ 待生产,
02-career-content-creator-toolkit.md,IMAGE_1,Persona Scenario,25,"A curated flat-lay photography scene showing design tools and outputs mentioned in The Content Creator's All-in-One Visual Toolkit: H — organized chaos, editorial product photography style",⬜ 待生产,
02-career-content-creator-toolkit.md,IMAGE_2,Conceptual Diagram,35,"A hand-drawn ranking or scoring matrix showing the criteria used to evaluate options in The Content Creator's All-in-One Visual Toolkit: H — colorful markers, creative layout",⬜ 待生产,
02-career-content-creator-toolkit.md,IMAGE_4,Brand CTA,183,"Brand visual showing 'Best of' collection — multiple beautiful design outputs arranged in a grid, modern gallery aesthetic",⬜ 待生产,
02-career-design-brief-template.md,IMAGE_1,Persona Scenario,12,"A professional yet approachable person sitting at their desk, looking slightly frustrated at their computer screen while trying to create Create a Design Brief Template That Clients Actually Fill Out — warm natural lighting, candid documentary style",⬜ 待生产,
02-career-design-brief-template.md,IMAGE_2,Conceptual Diagram,22,"A hand-drawn sketch diagram showing the step-by-step workflow for Create a Design Brief Template That Clients Actually Fill Out with AI — clean line art on grid paper, arrows connecting each step, minimalist style",⬜ 待生产,
02-career-design-brief-template.md,IMAGE_4,Brand CTA,161,"Professional brand visual for Lovart AI Design Agent — showing the final beautiful design result described in How to Create a Design Brief Template That Clients — modern, aspirational, cinematic lighting",⬜ 待生产,
02-career-full-funnel-creative.md,IMAGE_1,Persona Scenario,15,"A professional yet approachable person sitting at their desk, looking slightly frustrated at their computer screen while trying to create a design — warm natural lighting, candid documentary style",⬜ 待生产,
02-career-full-funnel-creative.md,IMAGE_2,Conceptual Diagram,27,"A hand-drawn sketch diagram showing the step-by-step workflow for creating designs with AI — clean line art on grid paper, arrows connecting each step, minimalist style",⬜ 待生产,
02-career-full-funnel-creative.md,IMAGE_4,Brand CTA,142,"Professional brand visual for Lovart AI Design Agent — showing the final beautiful design result described in Full-Funnel Creative Assets: From Awareness to Con — modern, aspirational, cinematic lighting",⬜ 待生产,
02-career-podcast-cover-art.md,IMAGE_1,Persona Scenario,15,"A professional yet approachable person sitting at their desk, looking slightly frustrated at their computer screen while trying to create a design — warm natural lighting, candid documentary style",⬜ 待生产,
02-career-podcast-cover-art.md,IMAGE_2,Conceptual Diagram,25,"A hand-drawn sketch diagram showing the step-by-step workflow for creating designs with AI — clean line art on grid paper, arrows connecting each step, minimalist style",⬜ 待生产,
02-career-podcast-cover-art.md,IMAGE_4,Brand CTA,164,"Professional brand visual for Lovart AI Design Agent — showing the final beautiful design result described in Podcast Cover Art and Episode Visuals with AI: A C — modern, aspirational, cinematic lighting",⬜ 待生产,
02-career-social-media-batch-content.md,IMAGE_1,Persona Scenario,12,"A relatable professional scene depicting the core problem discussed in Batch Generate 30 Days of Social Media Content: The Complete — authentic, natural lighting, documentary style",⬜ 待生产,
02-career-social-media-batch-content.md,IMAGE_2,Conceptual Diagram,22,"A hand-drawn conceptual diagram illustrating the main idea of Batch Generate 30 Days of Social Media Content: Th — clean sketch style, creative brainstorming aesthetic",⬜ 待生产,
02-career-social-media-batch-content.md,IMAGE_4,Brand CTA,123,"Professional brand visual for Lovart AI Design Agent — modern, aspirational, showing the value promised in Batch Generate 30 Days of Social Media Content: Th",⬜ 待生产,
02-career-user-persona-design.md,IMAGE_1,Persona Scenario,15,"A professional yet approachable person sitting at their desk, looking slightly frustrated at their computer screen while trying to create a design — warm natural lighting, candid documentary style",⬜ 待生产,
02-career-user-persona-design.md,IMAGE_2,Conceptual Diagram,25,"A hand-drawn sketch diagram showing the step-by-step workflow for creating designs with AI — clean line art on grid paper, arrows connecting each step, minimalist style",⬜ 待生产,
02-career-user-persona-design.md,IMAGE_4,Brand CTA,164,"Professional brand visual for Lovart AI Design Agent — showing the final beautiful design result described in Creating User Personas and Journey Maps with AI: A — modern, aspirational, cinematic lighting",⬜ 待生产,
02-cluster-ai-shorts-generator.md,IMAGE_1,Persona Scenario,16,"A relatable professional scene depicting the core problem discussed in AI Shorts Generator: Create Viral Short-Form Videos in Minut — authentic, natural lighting, documentary style",⬜ 待生产,
02-cluster-ai-shorts-generator.md,IMAGE_2,Conceptual Diagram,24,"A hand-drawn conceptual diagram illustrating the main idea of AI Shorts Generator: Create Viral Short-Form Video — clean sketch style, creative brainstorming aesthetic",⬜ 待生产,
02-cluster-ai-shorts-generator.md,IMAGE_4,Brand CTA,166,"Professional brand visual for Lovart AI Design Agent — modern, aspirational, showing the value promised in AI Shorts Generator: Create Viral Short-Form Video",⬜ 待生产,
02-cluster-brand-style-guide-ai.md,IMAGE_1,Persona Scenario,16,"A professional yet approachable person sitting at their desk, looking slightly frustrated at their computer screen while trying to create Create a Brand Style Guide with AI: Step by Step — warm natural lighting, candid documentary style",⬜ 待生产,
02-cluster-brand-style-guide-ai.md,IMAGE_2,Conceptual Diagram,26,"A hand-drawn sketch diagram showing the step-by-step workflow for Create a Brand Style Guide with AI: Step by Step with AI — clean line art on grid paper, arrows connecting each step, minimalist style",⬜ 待生产,
02-cluster-brand-style-guide-ai.md,IMAGE_4,Brand CTA,292,"Professional brand visual for Lovart AI Design Agent — showing the final beautiful design result described in How to Create a Brand Style Guide with AI: Step by — modern, aspirational, cinematic lighting",⬜ 待生产,
02-cluster-color-theory-ai.md,IMAGE_1,Persona Scenario,18,"A beautifully arranged brand identity flat-lay showing color swatches, font specimens, and design elements matching the niche in Color Theory Meets AI: How Lovart Builds Palettes That Actua — warm, editorial style",⬜ 待生产,
02-cluster-color-theory-ai.md,IMAGE_2,Conceptual Diagram,28,"A hand-drawn brand wheel or identity framework sketch — color circles, font pairings, and application examples — creative branding consultant style",⬜ 待生产,
02-cluster-color-theory-ai.md,IMAGE_4,Brand CTA,96,"Brand visual showing a complete brand identity package — logo, business card, social post, and packaging all in consistent style — professional, cohesive",⬜ 待生产,
02-cluster-discord-community-design.md,IMAGE_1,Persona Scenario,21,"A professional yet approachable person sitting at their desk, looking slightly frustrated at their computer screen while trying to create a design — warm natural lighting, candid documentary style",⬜ 待生产,
